provinsi,daerah,jenis,tahun,peng,rata_pengeluaran,variasi_pengeluaran,cluster
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2011,312711.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2012,351590.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2013,367018.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2014,420130.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2015,426381.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2016,451222.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2017,519469.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2018,535533.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2019,561142.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2020,584259.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2021,603291.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2022,666065.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2011,274022.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2012,261683.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2013,305193.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2014,366581.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2015,356668.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2016,409006.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2017,409666.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2018,493138.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2019,519227.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2020,540803.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2021,559766.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2022,566552.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2011,586732.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2012,613273.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2013,672211.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2014,786711.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2015,783050.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2016,860227.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2017,929135.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2018,1028671.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2019,1080369.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2020,1125063.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2021,1163058.0,537598.7874015748,265315.14818633517,2
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2022,1232618.0,537598.7874015748,265315.14818633517,2
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2007,192555.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2008,235185.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2009,251330.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2010,296577.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2011,359349.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2012,368711.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2013,400068.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2014,483884.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2015,489011.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2016,532629.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2017,606252.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2018,615144.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2019,628743.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2020,653781.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2021,701646.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2022,777398.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2007,111124.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2008,128660.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2009,132743.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2010,167251.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2011,211517.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2012,238978.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2013,274072.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2014,317251.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2015,361909.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2016,412711.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2017,412176.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2018,489769.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2019,538257.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2020,536160.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2021,577984.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2022,591424.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2007,303679.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2008,363845.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2009,384073.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2010,463828.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2011,570865.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2012,607689.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2013,674140.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2014,801135.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2015,850921.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2016,945340.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2017,1018429.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2018,1104915.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2019,1167000.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2020,1189942.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2021,1279631.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAAN,TOTAL,2022,1368822.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2007,230792.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2008,283938.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2009,308212.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2010,326759.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2011,408361.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2012,428808.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2013,454453.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2014,517271.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2015,506106.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2016,571463.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2017,648916.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2018,660147.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2019,683518.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2020,708823.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2021,729454.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2022,742369.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2007,225939.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2008,239637.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2009,264614.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2010,278194.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2011,377446.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2012,453917.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2013,550440.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2014,578692.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2015,549096.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2016,656184.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2017,693047.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2018,754485.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2019,782544.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2020,837135.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2021,831203.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2022,800765.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2007,456731.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2008,523575.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2009,572826.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2010,604954.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2011,785806.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2012,882724.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2013,1004892.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2014,1095963.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2015,1055202.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2016,1227648.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERKOTAAN,TOTAL,2017,1341964.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2011,375767.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2012,388822.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2013,418274.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2014,495159.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2015,494858.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2016,546306.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2017,621621.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2018,632492.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2019,650758.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2020,675947.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2021,713144.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2022,762633.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2011,267100.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2012,310905.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2013,366590.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2014,405540.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2015,425928.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2016,498464.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2017,513357.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2018,591813.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2019,636442.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2020,657370.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2021,682681.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2022,679661.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2011,642867.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2012,699727.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2013,784864.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2014,900699.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2015,920786.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2016,1044770.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2017,1134979.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2018,1224306.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2019,1287201.0,604869.32,291451.8098567372,1
KALIMANTAN TENGAH,PERDESAANPERKOTAAN,TOTAL,2020,1333318.0,604869.32,291451.8098567372,1
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2007,189486.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2008,211659.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2009,244792.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2010,288766.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2011,345249.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2012,342859.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2013,384125.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2014,432453.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2015,440745.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2016,496275.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2017,552468.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2018,558191.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2019,573376.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2020,610435.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2021,638415.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,MAKANAN,2022,669702.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2007,126103.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2008,133462.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2009,165189.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2010,191886.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2011,231596.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2012,254096.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2013,248026.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2014,288241.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2015,349861.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2016,406184.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2017,390246.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2018,438096.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2019,457675.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2020,493883.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2021,501261.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,NONMAKANAN,2022,517955.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2007,315589.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2008,345121.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2009,409981.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2010,480652.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2011,576845.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2012,596955.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2013,632151.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2014,720694.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2015,790607.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2016,902459.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2017,942715.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2018,996288.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2019,1031051.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2020,1104318.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2021,1139676.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERDESAAN,TOTAL,2022,1187658.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2007,268979.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2008,269406.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2009,282810.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2010,347424.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2011,411930.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2012,431623.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2013,518805.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2014,489898.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2015,510837.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2016,576703.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2017,687947.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2018,704312.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2019,690914.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2020,749092.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2021,768244.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,MAKANAN,2022,788606.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2007,284486.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2008,312730.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2009,339666.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2010,397557.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2011,456277.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2012,532456.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2013,545287.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2014,609233.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2015,670407.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2016,659884.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2017,742319.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2018,786234.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2019,804377.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2020,844200.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2021,876016.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,NONMAKANAN,2022,848192.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,TOTAL,2007,553465.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,TOTAL,2008,582135.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,TOTAL,2009,622475.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,TOTAL,2010,744981.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,TOTAL,2011,868206.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,TOTAL,2012,964079.0,600794.1290322581,273894.0547755607,0
KALIMANTAN SELATAN,PERKOTAAN,TOTAL,2013,1064092.0,600794.1290322581,273894.0547755607,0
